Time stamp;Hartham GS;Walkern Mill;Aston pump house;Frogmore;Watton at Stone
11.08.1990;0,236;0;0;0;0,004
12.08.1990;0,235;0;0;0;0,004
13.08.1990;0,232;0;0;0;0,004
14.08.1990;0,235;0;0;0;0,004
15.08.1990;0,266;0;0,003;0;0,01
16.08.1990;0,245;0;0,001;0;0,006
17.08.1990;0,248;0;0,001;0;0,007
18.08.1990;0,268;0;0,003;0;0,01
19.08.1990;0,358;0;0,011;0,014;0,027
20.08.1990;0,364;0;0,012;0,015;0,028
21.08.1990;0,285;0;0,005;0,002;0,013
22.08.1990;0,256;0;0,002;0;0,008
23.08.1990;0,246;0;0,001;0;0,006
24.08.1990;0,24;0;0,001;0;0,005
25.08.1990;0,247;0;0,001;0;0,006
26.08.1990;0,392;0,004;0,014;0,019;0,033
27.08.1990;0,28;0;0,004;0,001;0,012
28.08.1990;0,244;0;0,001;0;0,006
29.08.1990;0,241;0;0,001;0;0,005
30.08.1990;0,242;0;0,001;0;0,005
31.08.1990;0,243;0;0,001;0;0,006
01.09.1990;0,229;0;0;0;0,003
02.09.1990;0,223;0;0;0;0,002
03.09.1990;0,22;0;0;0;0,001
04.09.1990;0,22;0;0;0;0,001
05.09.1990;0,222;0;0;0;0,002
06.09.1990;0,221;0;0;0;0,002
07.09.1990;0,221;0;0;0;0,002
08.09.1990;0,216;0;0;0;0,001
09.09.1990;0,216;0;0;0;0,001
10.09.1990;0,216;0;0;0;0,001
11.09.1990;0,216;0;0;0;0,001
12.09.1990;0,216;0;0;0;0,001
13.09.1990;0,216;0;0;0;0,001
14.09.1990;0,213;0;0;0;0
15.09.1990;0,213;0;0;0;0
16.09.1990;0,208;0;0;0;0
17.09.1990;0,213;0;0;0;0
18.09.1990;0,221;0;0;0;0,002
19.09.1990;0,217;0;0;0;0,001
20.09.1990;0,223;0;0;0;0,002
21.09.1990;0,21;0;0;0;0
22.09.1990;0,216;0;0;0;0,001
23.09.1990;0,218;0;0;0;0,001
24.09.1990;0,226;0;0;0;0,002
25.09.1990;0,223;0;0;0;0,002
26.09.1990;0,224;0;0;0;0,002
27.09.1990;0,216;0;0;0;0,001
28.09.1990;0,212;0;0;0;0
29.09.1990;0,24;0;0,001;0;0,005
30.09.1990;0,679;0,076;0,04;0,066;0,086
01.10.1990;0,468;0,023;0,021;0,032;0,047
02.10.1990;0,296;0;0,006;0,004;0,015
03.10.1990;0,295;0;0,006;0,003;0,015
04.10.1990;0,29;0;0,005;0,003;0,014
05.10.1990;0,259;0;0,002;0;0,009
06.10.1990;0,25;0;0,001;0;0,007
07.10.1990;0,237;0;0;0;0,005
08.10.1990;0,22;0;0;0;0,001
09.10.1990;0,219;0;0;0;0,001
10.10.1990;0,222;0;0;0;0,002
10.11.1990;0,218;0;0;0;0,001
10.12.1990;0,214;0;0;0;0
13.10.1990;0,214;0;0;0;0
14.10.1990;0,21;0;0;0;0
15.10.1990;0,216;0;0;0;0,001
16.10.1990;0,211;0;0;0;0
17.10.1990;0,216;0;0;0;0,001
18.10.1990;0,234;0;0;0;0,004
19.10.1990;0,265;0;0,003;0;0,01
20.10.1990;0,232;0;0;0;0,004
21.10.1990;0,216;0;0;0;0,001
22.10.1990;0,209;0;0;0;0
23.10.1990;0,21;0;0;0;0
24.10.1990;0,216;0;0;0;0,001
25.10.1990;0,249;0;0,001;0;0,007
26.10.1990;0,469;0,023;0,021;0,032;0,047
27.10.1990;0,501;0,032;0,024;0,037;0,053
28.10.1990;0,498;0,031;0,024;0,037;0,053
29.10.1990;0,294;0;0,005;0,003;0,015
30.10.1990;0,265;0;0,003;0;0,01
31.10.1990;0,321;0;0,008;0,008;0,02
01.11.1990;0,243;0;0,001;0;0,006
02.11.1990;0,23;0;0;0;0,003
03.11.1990;0,25;0;0,001;0;0,007
04.11.1990;0,226;0;0;0;0,002
05.11.1990;0,214;0;0;0;0
06.11.1990;0,213;0;0;0;0
07.11.1990;0,209;0;0;0;0
08.11.1990;0,205;0;0;0;0
09.11.1990;0,201;0;0;0;0
11.10.1990;0,198;0;0;0;0
11.11.1990;0,203;0;0;0;0
11.12.1990;0,262;0;0,003;0;0,009
13.11.1990;0,266;0;0,003;0;0,01
14.11.1990;0,256;0;0,002;0;0,008
15.11.1990;0,237;0;0;0;0,005
16.11.1990;0,223;0;0;0;0,002
17.11.1990;0,227;0;0;0;0,003
18.11.1990;0,268;0;0,003;0;0,01
19.11.1990;0,233;0;0;0;0,004
20.11.1990;0,291;0;0,005;0,003;0,014
21.11.1990;0,236;0;0;0;0,004
22.11.1990;0,213;0;0;0;0
23.11.1990;0,21;0;0;0;0
24.11.1990;0,238;0;0;0;0,005
25.11.1990;0,239;0;0;0;0,005
26.11.1990;0,462;0,022;0,021;0,031;0,046
27.11.1990;0,28;0;0,004;0,001;0,012
28.11.1990;0,235;0;0;0;0,004
29.11.1990;0,219;0;0;0;0,001
30.11.1990;0,207;0;0;0;0
01.12.1990;0,2;0;0;0;0
02.12.1990;0,197;0;0;0;0
03.12.1990;0,192;0;0;0;0
04.12.1990;0,19;0;0;0;0
05.12.1990;0,186;0;0;0;0
06.12.1990;0,186;0;0;0;0
07.12.1990;0,189;0;0;0;0
08.12.1990;0,205;0;0;0;0
09.12.1990;0,321;0;0,008;0,008;0,02
12.10.1990;0,406;0,008;0,016;0,022;0,036
12.11.1990;0,25;0;0,001;0;0,007
12.12.1990;0,224;0;0;0;0,002
13.12.1990;0,211;0;0;0;0
14.12.1990;0,205;0;0;0;0
15.12.1990;0,203;0;0;0;0
16.12.1990;0,201;0;0;0;0
17.12.1990;0,2;0;0;0;0
18.12.1990;0,195;0;0;0;0
19.12.1990;0,193;0;0;0;0
20.12.1990;0,201;0;0;0;0
21.12.1990;0,254;0;0,002;0;0,008
22.12.1990;0,235;0;0;0;0,004
23.12.1990;0,208;0;0;0;0
24.12.1990;0,203;0;0;0;0
25.12.1990;0,534;0,04;0,027;0,043;0,059
26.12.1990;0,496;0,03;0,024;0,036;0,052
27.12.1990;0,31;0;0,007;0,006;0,018
28.12.1990;0,272;0;0,003;0;0,011
29.12.1990;0,415;0,01;0,016;0,023;0,037
30.12.1990;0,341;0;0,01;0,011;0,024
31.12.1990;0,278;0;0,004;0,001;0,012
01.01.1991;0,385;0,002;0,014;0,018;0,032
02.01.1991;0,519;0,036;0,026;0,04;0,057
03.01.1991;0,502;0,032;0,024;0,037;0,053
04.01.1991;0,361;0;0,012;0,014;0,027
05.01.1991;0,507;0,033;0,025;0,038;0,054
06.01.1991;0,411;0,009;0,016;0,023;0,037
07.01.1991;0,361;0;0,012;0,014;0,027
08.01.1991;0,6;0,056;0,033;0,054;0,071
09.01.1991;0,7;0,082;0,042;0,07;0,09
10.01.1991;0,829;0,114;0,054;0,091;0,114
11.01.1991;0,42;0,011;0,017;0,024;0,038
12.01.1991;0,344;0;0,01;0,012;0,024
13.01.1991;0,297;0;0,006;0,004;0,016
14.01.1991;0,275;0;0,004;0;0,012
15.01.1991;0,264;0;0,003;0;0,009
16.01.1991;0,252;0;0,002;0;0,007
17.01.1991;0,246;0;0,001;0;0,006
18.01.1991;0,275;0;0,004;0;0,012
19.01.1991;0,45;0,019;0,02;0,029;0,044
20.01.1991;0,284;0;0,005;0,002;0,013
21.01.1991;0,258;0;0,002;0;0,008
22.01.1991;0,246;0;0,001;0;0,006
23.01.1991;0,242;0;0,001;0;0,005
24.01.1991;0,235;0;0;0;0,004
25.01.1991;0,232;0;0;0;0,004
26.01.1991;0,228;0;0;0;0,003
27.01.1991;0,228;0;0;0;0,003
28.01.1991;0,225;0;0;0;0,002
29.01.1991;0,22;0;0;0;0,001
30.01.1991;0,217;0;0;0;0,001
31.01.1991;0,217;0;0;0;0,001
01.02.1991;0,235;0;0;0;0,004
02.02.1991;0,23;0;0;0;0,003
03.02.1991;0,213;0;0;0;0
04.02.1991;0,2;0;0;0;0
05.02.1991;0,191;0;0;0;0
06.02.1991;0,187;0;0;0;0
07.02.1991;0,198;0;0;0;0
08.02.1991;0,197;0;0;0;0
09.02.1991;0,197;0;0;0;0
10.02.1991;0,194;0;0;0;0
11.02.1991;0,195;0;0;0;0
12.02.1991;0,206;0;0;0;0
13.02.1991;0,22;0;0;0;0,001
14.02.1991;0,231;0;0;0;0,003
15.02.1991;0,514;0,035;0,025;0,039;0,056
16.02.1991;0,433;0,014;0,018;0,026;0,041
17.02.1991;0,347;0;0,01;0,012;0,025
18.02.1991;0,35;0;0,011;0,013;0,025
19.02.1991;0,311;0;0,007;0,006;0,018
20.02.1991;0,262;0;0,003;0;0,009
21.02.1991;0,28;0;0,004;0,001;0,012
22.02.1991;0,297;0;0,006;0,004;0,016
23.02.1991;0,316;0;0,007;0,007;0,019
24.02.1991;0,269;0;0,003;0;0,01
25.02.1991;0,251;0;0,002;0;0,007
26.02.1991;0,24;0;0,001;0;0,005
27.02.1991;0,474;0,025;0,022;0,033;0,048
28.02.1991;0,622;0,062;0,035;0,057;0,075
01.03.1991;0,328;0;0,009;0,009;0,021
02.03.1991;0,284;0;0,005;0,002;0,013
03.03.1991;0,26;0;0,002;0;0,009
04.03.1991;0,253;0;0,002;0;0,007
05.03.1991;0,344;0;0,01;0,012;0,024
06.03.1991;0,414;0,01;0,016;0,023;0,037
07.03.1991;0,32;0;0,008;0,008;0,02
08.03.1991;0,333;0;0,009;0,01;0,022
09.03.1991;0,283;0;0,004;0,002;0,013
10.03.1991;0,26;0;0,002;0;0,009
11.03.1991;0,252;0;0,002;0;0,007
12.03.1991;0,238;0;0;0;0,005
13.03.1991;0,233;0;0;0;0,004
14.03.1991;0,228;0;0;0;0,003
15.03.1991;0,225;0;0;0;0,002
16.03.1991;0,279;0;0,004;0,001;0,012
17.03.1991;0,32;0;0,008;0,008;0,02
18.03.1991;0,244;0;0,001;0;0,006
19.03.1991;0,247;0;0,001;0;0,006
20.03.1991;0,237;0;0;0;0,005
21.03.1991;0,235;0;0;0;0,004
22.03.1991;0,29;0;0,005;0,003;0,014
23.03.1991;0,268;0;0,003;0;0,01
24.03.1991;0,226;0;0;0;0,002
25.03.1991;0,217;0;0;0;0,001
26.03.1991;0,214;0;0;0;0
27.03.1991;0,211;0;0;0;0
28.03.1991;0,206;0;0;0;0
29.03.1991;0,206;0;0;0;0
30.03.1991;0,203;0;0;0;0
31.03.1991;0,202;0;0;0;0
01.04.1991;0,2;0;0;0;0
02.04.1991;0,205;0;0;0;0
03.04.1991;0,203;0;0;0;0
04.04.1991;0,409;0,008;0,016;0,022;0,036
05.04.1991;0,282;0;0,004;0,001;0,013
06.04.1991;0,235;0;0;0;0,004
07.04.1991;0,253;0;0,002;0;0,007
08.04.1991;0,212;0;0;0;0
09.04.1991;0,201;0;0;0;0
10.04.1991;0,193;0;0;0;0
11.04.1991;0,259;0;0,002;0;0,009
12.04.1991;0,201;0;0;0;0
13.04.1991;0,17;0;0;0;0
14.04.1991;0,166;0;0;0;0
15.04.1991;0,167;0;0;0;0
16.04.1991;0,171;0;0;0;0
17.04.1991;0,176;0;0;0;0
18.04.1991;0,216;0;0;0;0,001
19.04.1991;0,305;0;0,006;0,005;0,017
20.04.1991;0,251;0;0,002;0;0,007
21.04.1991;0,24;0;0,001;0;0,005
22.04.1991;0,294;0;0,005;0,003;0,015
23.04.1991;0,204;0;0;0;0
24.04.1991;0,196;0;0;0;0
25.04.1991;0,175;0;0;0;0
26.04.1991;0,172;0;0;0;0
27.04.1991;0,17;0;0;0;0
28.04.1991;0,169;0;0;0;0
29.04.1991;0,446;0,018;0,019;0,028;0,043
30.04.1991;1,04;0,167;0,073;0,126;0,153
01.05.1991;0,381;0,001;0,013;0,018;0,031
02.05.1991;0,264;0;0,003;0;0,009
03.05.1991;0,235;0;0;0;0,004
04.05.1991;0,408;0,008;0,016;0,022;0,036
05.05.1991;0,258;0;0,002;0;0,008
06.05.1991;0,263;0;0,003;0;0,009
07.05.1991;0,205;0;0;0;0
08.05.1991;0,2;0;0;0;0
09.05.1991;0,248;0;0,001;0;0,007
10.05.1991;0,206;0;0;0;0
11.05.1991;0,194;0;0;0;0
12.05.1991;0,188;0;0;0;0
13.05.1991;0,187;0;0;0;0
14.05.1991;0,182;0;0;0;0
15.05.1991;0,169;0;0;0;0
16.05.1991;0,175;0;0;0;0
17.05.1991;0,228;0;0;0;0,003
18.05.1991;0,217;0;0;0;0,001
19.05.1991;0,178;0;0;0;0
20.05.1991;0,166;0;0;0;0
21.05.1991;0,161;0;0;0;0
22.05.1991;0,16;0;0;0;0
23.05.1991;0,16;0;0;0;0
24.05.1991;0,161;0;0;0;0
25.05.1991;0,157;0;0;0;0
26.05.1991;0,157;0;0;0;0
27.05.1991;0,155;0;0;0;0
28.05.1991;0,156;0;0;0;0
29.05.1991;0,156;0;0;0;0
30.05.1991;0,157;0;0;0;0
31.05.1991;0,158;0;0;0;0
01.06.1991;0,159;0;0;0;0
02.06.1991;0,159;0;0;0;0
03.06.1991;0,158;0;0;0;0
04.06.1991;0,157;0;0;0;0
05.06.1991;0,172;0;0;0;0
06.06.1991;0,279;0;0,004;0,001;0,012
07.06.1991;0,3;0;0,006;0,004;0,016
08.06.1991;0,265;0;0,003;0;0,01
09.06.1991;0,214;0;0;0;0
10.06.1991;0,23;0;0;0;0,003
11.06.1991;0,213;0;0;0;0
12.06.1991;0,224;0;0;0;0,002
13.06.1991;0,216;0;0;0;0,001
14.06.1991;0,239;0;0;0;0,005
15.06.1991;0,553;0,045;0,029;0,046;0,063
16.06.1991;0,398;0,006;0,015;0,02;0,034
17.06.1991;0,265;0;0,003;0;0,01
18.06.1991;0,258;0;0,002;0;0,008
19.06.1991;0,277;0;0,004;0,001;0,012
20.06.1991;0,274;0;0,004;0;0,011
21.06.1991;0,231;0;0;0;0,003
22.06.1991;0,218;0;0;0;0,001
23.06.1991;0,412;0,009;0,016;0,023;0,037
24.06.1991;0,624;0,063;0,035;0,057;0,076
25.06.1991;0,505;0,033;0,025;0,038;0,054
26.06.1991;0,467;0,023;0,021;0,032;0,047
27.06.1991;0,544;0,042;0,028;0,044;0,061
28.06.1991;0,497;0,03;0,024;0,037;0,052
29.06.1991;0,358;0;0,011;0,014;0,027
30.06.1991;0,288;0;0,005;0,002;0,014
01.07.1991;0,247;0;0,001;0;0,006
02.07.1991;0,257;0;0,002;0;0,008
03.07.1991;0,355;0;0,011;0,013;0,026
04.07.1991;0,256;0;0,002;0;0,008
05.07.1991;0,224;0;0;0;0,002
06.07.1991;0,214;0;0;0;0
07.07.1991;0,205;0;0;0;0
08.07.1991;0,201;0;0;0;0
09.07.1991;0,193;0;0;0;0
10.07.1991;0,19;0;0;0;0
11.07.1991;0,188;0;0;0;0
12.07.1991;0,185;0;0;0;0
13.07.1991;0,189;0;0;0;0
14.07.1991;0,185;0;0;0;0
15.07.1991;0,183;0;0;0;0
16.07.1991;0,187;0;0;0;0
17.07.1991;0,229;0;0;0;0,003
18.07.1991;0,519;0,036;0,026;0,04;0,057
19.07.1991;0,328;0;0,009;0,009;0,021
20.07.1991;0,227;0;0;0;0,003
21.07.1991;0,196;0;0;0;0
22.07.1991;0,189;0;0;0;0
23.07.1991;0,186;0;0;0;0
24.07.1991;0,228;0;0;0;0,003
25.07.1991;0,378;0;0,013;0,017;0,031
26.07.1991;0,24;0;0,001;0;0,005
27.07.1991;0,213;0;0;0;0
28.07.1991;0,196;0;0;0;0
29.07.1991;0,185;0;0;0;0
30.07.1991;0,224;0;0;0;0,002
31.07.1991;0,536;0,04;0,027;0,043;0,06
01.08.1991;0,28;0;0,004;0,001;0,012
02.08.1991;0,263;0;0,003;0;0,009
03.08.1991;0,204;0;0;0;0
04.08.1991;0,187;0;0;0;0
05.08.1991;0,184;0;0;0;0
06.08.1991;0,184;0;0;0;0
07.08.1991;0,37;0;0,012;0,016;0,029
08.08.1991;0,831;0,115;0,054;0,091;0,114
09.08.1991;0,256;0;0,002;0;0,008
10.08.1991;0,237;0;0;0;0,005
11.08.1991;0,223;0;0;0;0,002
12.08.1991;0,21;0;0;0;0
13.08.1991;0,2;0;0;0;0
14.08.1991;0,195;0;0;0;0
15.08.1991;0,189;0;0;0;0
16.08.1991;0,185;0;0;0;0
17.08.1991;0,18;0;0;0;0
18.08.1991;0,178;0;0;0;0
19.08.1991;0,178;0;0;0;0
20.08.1991;0,177;0;0;0;0
21.08.1991;0,178;0;0;0;0
22.08.1991;0,179;0;0;0;0
23.08.1991;0,275;0;0,004;0;0,012
24.08.1991;0,287;0;0,005;0,002;0,014
25.08.1991;0,206;0;0;0;0
26.08.1991;0,188;0;0;0;0
27.08.1991;0,18;0;0;0;0
28.08.1991;0,179;0;0;0;0
29.08.1991;0,174;0;0;0;0
30.08.1991;0,169;0;0;0;0
31.08.1991;0,167;0;0;0;0
01.09.1991;0,165;0;0;0;0
02.09.1991;0,166;0;0;0;0
03.09.1991;0,168;0;0;0;0
04.09.1991;0,168;0;0;0;0
05.09.1991;0,167;0;0;0;0
06.09.1991;0,162;0;0;0;0
07.09.1991;0,164;0;0;0;0
08.09.1991;0,163;0;0;0;0
09.09.1991;0,163;0;0;0;0
10.09.1991;0,163;0;0;0;0
11.09.1991;0,166;0;0;0;0
12.09.1991;0,164;0;0;0;0
13.09.1991;0,162;0;0;0;0
14.09.1991;0,167;0;0;0;0
15.09.1991;0,186;0;0;0;0
16.09.1991;0,208;0;0;0;0
17.09.1991;0,193;0;0;0;0
18.09.1991;0,177;0;0;0;0
19.09.1991;0,17;0;0;0;0
20.09.1991;0,169;0;0;0;0
21.09.1991;0,182;0;0;0;0
22.09.1991;0,246;0;0,001;0;0,006
23.09.1991;0,208;0;0;0;0
24.09.1991;0,185;0;0;0;0
25.09.1991;0,183;0;0;0;0
26.09.1991;0,386;0,003;0,014;0,018;0,032
27.09.1991;1,34;0,243;0,1;0,175;0,208
28.09.1991;0,425;0,012;0,017;0,025;0,039
29.09.1991;0,468;0,023;0,021;0,032;0,047
30.09.1991;0,323;0;0,008;0,008;0,02
01.10.1991;0,257;0;0,002;0;0,008
02.10.1991;0,231;0;0;0;0,003
03.10.1991;0,213;0;0;0;0
04.10.1991;0,197;0;0;0;0
05.10.1991;0,195;0;0;0;0
06.10.1991;0,18;0;0;0;0
07.10.1991;0,19;0;0;0;0
08.10.1991;0,19;0;0;0;0
09.10.1991;0,178;0;0;0;0
10.10.1991;0,176;0;0;0;0
10.11.1991;0,175;0;0;0;0
10.12.1991;0,173;0;0;0;0
13.10.1991;0,174;0;0;0;0
14.10.1991;0,173;0;0;0;0
15.10.1991;0,173;0;0;0;0
16.10.1991;0,188;0;0;0;0
17.10.1991;0,199;0;0;0;0
18.10.1991;0,18;0;0;0;0
19.10.1991;0,175;0;0;0;0
20.10.1991;0,17;0;0;0;0
21.10.1991;0,172;0;0;0;0
22.10.1991;0,173;0;0;0;0
23.10.1991;0,173;0;0;0;0
24.10.1991;0,173;0;0;0;0
25.10.1991;0,173;0;0;0;0
26.10.1991;0,175;0;0;0;0
27.10.1991;0,176;0;0;0;0
28.10.1991;0,173;0;0;0;0
29.10.1991;0,181;0;0;0;0
30.10.1991;0,249;0;0,001;0;0,007
31.10.1991;0,212;0;0;0;0
01.11.1991;0,358;0;0,011;0,014;0,027
02.11.1991;0,254;0;0,002;0;0,008
03.11.1991;0,344;0;0,01;0,012;0,024
04.11.1991;0,263;0;0,003;0;0,009
05.11.1991;0,376;0;0,013;0,017;0,03
06.11.1991;0,262;0;0,003;0;0,009
07.11.1991;0,234;0;0;0;0,004
08.11.1991;0,229;0;0;0;0,003
09.11.1991;0,229;0;0;0;0,003
11.10.1991;0,225;0;0;0;0,002
11.11.1991;0,297;0;0,006;0,004;0,016
11.12.1991;0,311;0;0,007;0,006;0,018
13.11.1991;0,351;0;0,011;0,013;0,026
14.11.1991;0,246;0;0,001;0;0,006
15.11.1991;0,23;0;0;0;0,003
16.11.1991;0,221;0;0;0;0,002
17.11.1991;0,22;0;0;0;0,001
18.11.1991;0,244;0;0,001;0;0,006
19.11.1991;1,12;0,188;0,08;0,139;0,167
20.11.1991;0,458;0,021;0,02;0,03;0,045
21.11.1991;0,3;0;0,006;0,004;0,016
22.11.1991;0,267;0;0,003;0;0,01
23.11.1991;0,25;0;0,001;0;0,007
24.11.1991;0,242;0;0,001;0;0,005
25.11.1991;0,238;0;0;0;0,005
26.11.1991;0,23;0;0;0;0,003
27.11.1991;0,225;0;0;0;0,002
28.11.1991;0,222;0;0;0;0,002
29.11.1991;0,22;0;0;0;0,001
30.11.1991;0,216;0;0;0;0,001
01.12.1991;0,21;0;0;0;0
02.12.1991;0,202;0;0;0;0
03.12.1991;0,197;0;0;0;0
04.12.1991;0,197;0;0;0;0
05.12.1991;0,194;0;0;0;0
06.12.1991;0,194;0;0;0;0
07.12.1991;0,194;0;0;0;0
08.12.1991;0,194;0;0;0;0
09.12.1991;0,19;0;0;0;0
12.10.1991;0,19;0;0;0;0
12.11.1991;0,19;0;0;0;0
12.12.1991;0,188;0;0;0;0
13.12.1991;0,186;0;0;0;0
14.12.1991;0,188;0;0;0;0
15.12.1991;0,191;0;0;0;0
16.12.1991;0,194;0;0;0;0
17.12.1991;0,217;0;0;0;0,001
18.12.1991;0,353;0;0,011;0,013;0,026
19.12.1991;0,353;0;0,011;0,013;0,026
20.12.1991;0,263;0;0,003;0;0,009
21.12.1991;0,227;0;0;0;0,003
22.12.1991;0,219;0;0;0;0,001
23.12.1991;0,222;0;0;0;0,002
24.12.1991;0,216;0;0;0;0,001
25.12.1991;0,214;0;0;0;0
26.12.1991;0,213;0;0;0;0
27.12.1991;0,216;0;0;0;0,001
28.12.1991;0,204;0;0;0;0
29.12.1991;0,201;0;0;0;0
30.12.1991;0,201;0;0;0;0
31.12.1991;0,2;0;0;0;0
01.01.1992;0,196;0;0;0;0
02.01.1992;0,194;0;0;0;0
03.01.1992;0,204;0;0;0;0
04.01.1992;0,216;0;0;0;0,001
05.01.1992;0,272;0;0,003;0;0,011
06.01.1992;0,21;0;0;0;0
07.01.1992;0,202;0;0;0;0
08.01.1992;0,203;0;0;0;0
09.01.1992;0,613;0,06;0,034;0,056;0,074
10.01.1992;0,381;0,001;0,013;0,018;0,031
11.01.1992;0,247;0;0,001;0;0,006
12.01.1992;0,228;0;0;0;0,003
13.01.1992;0,219;0;0;0;0,001
14.01.1992;0,214;0;0;0;0
15.01.1992;0,208;0;0;0;0
16.01.1992;0,205;0;0;0;0
17.01.1992;0,201;0;0;0;0
18.01.1992;0,2;0;0;0;0
19.01.1992;0,195;0;0;0;0
20.01.1992;0,19;0;0;0;0
21.01.1992;0,19;0;0;0;0
22.01.1992;0,189;0;0;0;0
23.01.1992;0,189;0;0;0;0
24.01.1992;0,187;0;0;0;0
25.01.1992;0,19;0;0;0;0
26.01.1992;0,19;0;0;0;0
27.01.1992;0,19;0;0;0;0
28.01.1992;0,189;0;0;0;0
29.01.1992;0,186;0;0;0;0
30.01.1992;0,186;0;0;0;0
31.01.1992;0,188;0;0;0;0
01.02.1992;0,187;0;0;0;0
02.02.1992;0,187;0;0;0;0
03.02.1992;0,187;0;0;0;0
04.02.1992;0,187;0;0;0;0
05.02.1992;0,185;0;0;0;0
06.02.1992;0,191;0;0;0;0
07.02.1992;0,19;0;0;0;0
08.02.1992;0,186;0;0;0;0
09.02.1992;0,242;0;0,001;0;0,005
10.02.1992;0,249;0;0,001;0;0,007
11.02.1992;0,264;0;0,003;0;0,009
12.02.1992;0,218;0;0;0;0,001
13.02.1992;0,226;0;0;0;0,002
14.02.1992;0,198;0;0;0;0
15.02.1992;0,214;0;0;0;0
16.02.1992;0,192;0;0;0;0
17.02.1992;0,185;0;0;0;0
18.02.1992;0,18;0;0;0;0
19.02.1992;0,181;0;0;0;0
20.02.1992;0,183;0;0;0;0
21.02.1992;0,181;0;0;0;0
22.02.1992;0,184;0;0;0;0
23.02.1992;0,183;0;0;0;0
24.02.1992;0,18;0;0;0;0
25.02.1992;0,181;0;0;0;0
26.02.1992;0,178;0;0;0;0
27.02.1992;0,18;0;0;0;0
28.02.1992;0,178;0;0;0;0
29.02.1992;0,175;0;0;0;0
01.03.1992;0,181;0;0;0;0
02.03.1992;0,185;0;0;0;0
03.03.1992;0,2;0;0;0;0
04.03.1992;0,19;0;0;0;0
05.03.1992;0,177;0;0;0;0
06.03.1992;0,173;0;0;0;0
07.03.1992;0,174;0;0;0;0
08.03.1992;0,173;0;0;0;0
09.03.1992;0,173;0;0;0;0
10.03.1992;0,177;0;0;0;0
11.03.1992;0,175;0;0;0;0
12.03.1992;0,173;0;0;0;0
13.03.1992;0,17;0;0;0;0
14.03.1992;0,169;0;0;0;0
15.03.1992;0,174;0;0;0;0
16.03.1992;0,176;0;0;0;0
17.03.1992;0,18;0;0;0;0
18.03.1992;0,182;0;0;0;0
19.03.1992;0,181;0;0;0;0
20.03.1992;0,19;0;0;0;0
21.03.1992;0,206;0;0;0;0
22.03.1992;0,319;0;0,008;0,007;0,02
23.03.1992;0,31;0;0,007;0,006;0,018
24.03.1992;0,283;0;0,004;0,002;0,013
25.03.1992;0,311;0;0,007;0,006;0,018
26.03.1992;0,357;0;0,011;0,014;0,027
27.03.1992;0,273;0;0,004;0;0,011
28.03.1992;0,242;0;0,001;0;0,005
29.03.1992;0,239;0;0;0;0,005
30.03.1992;0,397;0,005;0,015;0,02;0,034
31.03.1992;0,372;0;0,013;0,016;0,029
01.04.1992;0,264;0;0,003;0;0,009
02.04.1992;0,234;0;0;0;0,004
03.04.1992;0,216;0;0;0;0,001
04.04.1992;0,206;0;0;0;0
05.04.1992;0,199;0;0;0;0
06.04.1992;0,209;0;0;0;0
07.04.1992;0,234;0;0;0;0,004
08.04.1992;0,203;0;0;0;0
09.04.1992;0,192;0;0;0;0
10.04.1992;0,188;0;0;0;0
11.04.1992;0,187;0;0;0;0
12.04.1992;0,186;0;0;0;0
13.04.1992;0,181;0;0;0;0
14.04.1992;0,273;0;0,004;0;0,011
15.04.1992;0,799;0,107;0,051;0,086;0,108
16.04.1992;0,282;0;0,004;0,001;0,013
17.04.1992;0,26;0;0,002;0;0,009
18.04.1992;0,234;0;0;0;0,004
19.04.1992;0,214;0;0;0;0
20.04.1992;0,203;0;0;0;0
21.04.1992;0,199;0;0;0;0
22.04.1992;0,197;0;0;0;0
23.04.1992;0,193;0;0;0;0
24.04.1992;0,198;0;0;0;0
25.04.1992;0,19;0;0;0;0
26.04.1992;0,189;0;0;0;0
27.04.1992;0,193;0;0;0;0
28.04.1992;0,595;0,055;0,033;0,053;0,071
29.04.1992;0,277;0;0,004;0,001;0,012
30.04.1992;0,236;0;0;0;0,004
01.05.1992;0,283;0;0,004;0,002;0,013
02.05.1992;0,219;0;0;0;0,001
03.05.1992;0,209;0;0;0;0
04.05.1992;0,224;0;0;0;0,002
05.05.1992;0,203;0;0;0;0
06.05.1992;0,19;0;0;0;0
07.05.1992;0,18;0;0;0;0
08.05.1992;0,176;0;0;0;0
09.05.1992;0,344;0;0,01;0,012;0,024
10.05.1992;0,257;0;0,002;0;0,008
11.05.1992;0,209;0;0;0;0
12.05.1992;0,18;0;0;0;0
13.05.1992;0,167;0;0;0;0
14.05.1992;0,157;0;0;0;0
15.05.1992;0,15;0;0;0;0
16.05.1992;0,142;0;0;0;0
17.05.1992;0,14;0;0;0;0
18.05.1992;0,139;0;0;0;0
19.05.1992;0,137;0;0;0;0
20.05.1992;0,134;0;0;0;0
21.05.1992;0,134;0;0;0;0
22.05.1992;0,133;0;0;0;0
23.05.1992;0,133;0;0;0;0
24.05.1992;0,13;0;0;0;0
25.05.1992;0,128;0;0;0;0
26.05.1992;0,126;0;0;0;0
27.05.1992;0,126;0;0;0;0
28.05.1992;0,176;0;0;0;0
29.05.1992;1,45;0,271;0,11;0,193;0,228
