Time stamp;Hartham GS;Walkern Mill;Aston pump house;Frogmore;Watton at Stone
06.09.1994;0,397;0,005;0,015;0,02;0,034
07.09.1994;0,42;0,011;0,017;0,024;0,038
08.09.1994;0,733;0,09;0,045;0,075;0,096
09.09.1994;0,441;0,016;0,019;0,027;0,042
10.09.1994;0,412;0,009;0,016;0,023;0,037
11.09.1994;0,42;0,011;0,017;0,024;0,038
12.09.1994;0,444;0,017;0,019;0,028;0,043
13.09.1994;0,411;0,009;0,016;0,023;0,037
14.09.1994;0,507;0,033;0,025;0,038;0,054
15.09.1994;0,97;0,15;0,067;0,114;0,14
16.09.1994;0,65;0,069;0,038;0,062;0,081
17.09.1994;0,453;0,019;0,02;0,029;0,044
18.09.1994;0,429;0,013;0,018;0,025;0,04
19.09.1994;0,581;0,052;0,031;0,05;0,068
20.09.1994;0,552;0,044;0,029;0,046;0,063
21.09.1994;0,47;0,024;0,021;0,032;0,047
22.09.1994;0,439;0,016;0,019;0,027;0,042
23.09.1994;0,427;0,013;0,017;0,025;0,04
24.09.1994;0,422;0,012;0,017;0,024;0,039
25.09.1994;0,451;0,019;0,02;0,029;0,044
26.09.1994;0,416;0,01;0,016;0,023;0,038
27.09.1994;0,394;0,005;0,014;0,02;0,033
28.09.1994;0,39;0,004;0,014;0,019;0,033
29.09.1994;0,392;0,004;0,014;0,019;0,033
30.09.1994;0,387;0,003;0,014;0,019;0,032
01.10.1994;0,414;0,01;0,016;0,023;0,037
02.10.1994;0,431;0,014;0,018;0,026;0,04
03.10.1994;0,51;0,034;0,025;0,039;0,055
04.10.1994;0,421;0,011;0,017;0,024;0,038
05.10.1994;0,386;0,003;0,014;0,018;0,032
06.10.1994;0,382;0,002;0,013;0,018;0,031
07.10.1994;0,381;0,001;0,013;0,018;0,031
08.10.1994;0,38;0,001;0,013;0,017;0,031
09.10.1994;0,375;0;0,013;0,017;0,03
10.10.1994;0,378;0;0,013;0,017;0,031
10.11.1994;0,381;0,001;0,013;0,018;0,031
10.12.1994;0,366;0;0,012;0,015;0,028
13.10.1994;0,361;0;0,012;0,014;0,027
14.10.1994;0,367;0;0,012;0,015;0,028
15.10.1994;0,36;0;0,011;0,014;0,027
16.10.1994;0,362;0;0,012;0,014;0,028
17.10.1994;0,348;0;0,01;0,012;0,025
18.10.1994;0,352;0;0,011;0,013;0,026
19.10.1994;0,356;0;0,011;0,013;0,026
20.10.1994;0,434;0,015;0,018;0,026;0,041
21.10.1994;0,376;0;0,013;0,017;0,03
22.10.1994;0,909;0,134;0,061;0,104;0,128
23.10.1994;0,523;0,037;0,026;0,041;0,057
24.10.1994;0,395;0,005;0,015;0,02;0,034
25.10.1994;0,517;0,036;0,026;0,04;0,056
26.10.1994;0,505;0,033;0,025;0,038;0,054
27.10.1994;0,46;0,021;0,02;0,031;0,046
28.10.1994;0,398;0,006;0,015;0,02;0,034
29.10.1994;0,794;0,105;0,051;0,085;0,107
30.10.1994;1,01;0,16;0,07;0,121;0,147
31.10.1994;1,08;0,177;0,077;0,132;0,16
01.11.1994;0,525;0,038;0,026;0,041;0,058
02.11.1994;0,438;0,016;0,018;0,027;0,042
03.11.1994;0,421;0,011;0,017;0,024;0,038
04.11.1994;0,536;0,04;0,027;0,043;0,06
05.11.1994;0,789;0,104;0,05;0,084;0,106
06.11.1994;0,523;0,037;0,026;0,041;0,057
07.11.1994;0,429;0,013;0,018;0,025;0,04
08.11.1994;0,407;0,008;0,016;0,022;0,036
09.11.1994;0,481;0,026;0,022;0,034;0,049
11.10.1994;0,502;0,032;0,024;0,037;0,053
11.11.1994;0,412;0,009;0,016;0,023;0,037
11.12.1994;0,48;0,026;0,022;0,034;0,049
13.11.1994;0,425;0,012;0,017;0,025;0,039
14.11.1994;0,433;0,014;0,018;0,026;0,041
15.11.1994;0,399;0,006;0,015;0,021;0,034
16.11.1994;0,377;0;0,013;0,017;0,03
17.11.1994;0,37;0;0,012;0,016;0,029
18.11.1994;0,388;0,003;0,014;0,019;0,032
19.11.1994;0,427;0,013;0,017;0,025;0,04
20.11.1994;0,371;0;0,012;0,016;0,029
21.11.1994;0,365;0;0,012;0,015;0,028
22.11.1994;0,359;0;0,011;0,014;0,027
23.11.1994;0,355;0;0,011;0,013;0,026
24.11.1994;0,351;0;0,011;0,013;0,026
25.11.1994;0,348;0;0,01;0,012;0,025
26.11.1994;0,348;0;0,01;0,012;0,025
27.11.1994;0,344;0;0,01;0,012;0,024
28.11.1994;0,343;0;0,01;0,011;0,024
29.11.1994;0,342;0;0,01;0,011;0,024
30.11.1994;0,344;0;0,01;0,012;0,024
01.12.1994;0,326;0;0,008;0,009;0,021
02.12.1994;0,356;0;0,011;0,013;0,026
03.12.1994;0,461;0,021;0,021;0,031;0,046
04.12.1994;0,486;0,028;0,023;0,035;0,05
05.12.1994;0,599;0,056;0,033;0,053;0,071
06.12.1994;0,503;0,032;0,024;0,038;0,054
07.12.1994;0,594;0,055;0,033;0,053;0,07
08.12.1994;1,92;0,389;0,153;0,27;0,315
09.12.1994;0,828;0,114;0,054;0,091;0,113
12.10.1994;0,512;0,034;0,025;0,039;0,055
12.11.1994;0,457;0,02;0,02;0,03;0,045
12.12.1994;0,431;0,014;0,018;0,026;0,04
13.12.1994;0,466;0,023;0,021;0,032;0,047
14.12.1994;0,442;0,017;0,019;0,028;0,042
15.12.1994;0,408;0,008;0,016;0,022;0,036
16.12.1994;0,401;0,006;0,015;0,021;0,035
17.12.1994;0,433;0,014;0,018;0,026;0,041
18.12.1994;0,683;0,077;0,041;0,067;0,087
19.12.1994;0,465;0,022;0,021;0,031;0,047
20.12.1994;0,413;0,009;0,016;0,023;0,037
21.12.1994;0,416;0,01;0,016;0,023;0,038
22.12.1994;0,404;0,007;0,015;0,021;0,035
23.12.1994;0,403;0,007;0,015;0,021;0,035
24.12.1994;0,397;0,005;0,015;0,02;0,034
25.12.1994;0,419;0,011;0,017;0,024;0,038
26.12.1994;0,473;0,024;0,022;0,033;0,048
27.12.1994;1,2;0,208;0,088;0,152;0,182
28.12.1994;0,905;0,133;0,061;0,104;0,128
29.12.1994;0,934;0,141;0,063;0,108;0,133
30.12.1994;0,783;0,103;0,05;0,084;0,105
31.12.1994;0,779;0,102;0,049;0,083;0,104
01.01.1995;0,642;0,067;0,037;0,06;0,079
02.01.1995;0,513;0,035;0,025;0,039;0,055
03.01.1995;0,503;0,032;0,024;0,038;0,054
04.01.1995;0,507;0,033;0,025;0,038;0,054
05.01.1995;0,678;0,076;0,04;0,066;0,086
06.01.1995;0,656;0,071;0,038;0,063;0,082
07.01.1995;0,522;0,037;0,026;0,041;0,057
08.01.1995;0,563;0,047;0,03;0,047;0,065
09.01.1995;0,513;0,035;0,025;0,039;0,055
10.01.1995;0,549;0,044;0,029;0,045;0,062
11.01.1995;0,566;0,048;0,03;0,048;0,065
12.01.1995;0,483;0,027;0,023;0,034;0,05
13.01.1995;0,481;0,026;0,022;0,034;0,049
14.01.1995;0,477;0,025;0,022;0,033;0,049
15.01.1995;0,468;0,023;0,021;0,032;0,047
16.01.1995;0,466;0,023;0,021;0,032;0,047
17.01.1995;0,829;0,114;0,054;0,091;0,114
18.01.1995;1,17;0,2;0,085;0,147;0,177
19.01.1995;1,74;0,344;0,136;0,24;0,282
20.01.1995;3,17;0,704;0,266;0,475;0,545
21.01.1995;2,81;0,614;0,233;0,416;0,479
22.01.1995;4,45;1,027;0,382;0,685;0,781
23.01.1995;2,16;0,45;0,174;0,309;0,359
24.01.1995;1,03;0,165;0,072;0,124;0,151
25.01.1995;1,22;0,213;0,089;0,155;0,186
26.01.1995;3,27;0,73;0,275;0,491;0,564
27.01.1995;3,06;0,677;0,256;0,457;0,525
28.01.1995;2,54;0,546;0,209;0,372;0,429
29.01.1995;3,01;0,664;0,252;0,449;0,516
30.01.1995;1,74;0,344;0,136;0,24;0,282
31.01.1995;1,2;0,208;0,088;0,152;0,182
01.02.1995;4,23;0,972;0,362;0,649;0,741
02.02.1995;1,89;0,382;0,15;0,265;0,309
03.02.1995;1,15;0,195;0,083;0,144;0,173
04.02.1995;0,991;0,155;0,069;0,118;0,144
05.02.1995;0,915;0,136;0,062;0,105;0,13
06.02.1995;0,873;0,125;0,058;0,098;0,122
07.02.1995;0,87;0,125;0,058;0,098;0,121
08.02.1995;0,923;0,138;0,062;0,106;0,131
09.02.1995;0,837;0,116;0,055;0,092;0,115
10.02.1995;1,26;0,223;0,093;0,162;0,193
11.02.1995;1,9;0,384;0,151;0,267;0,311
12.02.1995;1,46;0,273;0,111;0,195;0,23
13.02.1995;1,64;0,319;0,127;0,224;0,263
14.02.1995;1,82;0,364;0,144;0,254;0,296
15.02.1995;1,36;0,248;0,102;0,178;0,212
16.02.1995;1,56;0,298;0,12;0,211;0,248
17.02.1995;1,56;0,298;0,12;0,211;0,248
18.02.1995;1,07;0,175;0,076;0,131;0,158
19.02.1995;1,06;0,172;0,075;0,129;0,156
20.02.1995;1,05;0,17;0,074;0,127;0,154
21.02.1995;1,24;0,218;0,091;0,158;0,189
22.02.1995;1,53;0,291;0,117;0,206;0,243
23.02.1995;1,73;0,341;0,136;0,239;0,28
24.02.1995;1,53;0,291;0,117;0,206;0,243
25.02.1995;2,16;0,45;0,174;0,309;0,359
26.02.1995;1,33;0,24;0,099;0,173;0,206
27.02.1995;1,07;0,175;0,076;0,131;0,158
28.02.1995;0,998;0,157;0,069;0,119;0,145
01.03.1995;1,26;0,223;0,093;0,162;0,193
02.03.1995;1,18;0,203;0,086;0,149;0,178
03.03.1995;2,02;0,414;0,162;0,286;0,333
04.03.1995;1,72;0,339;0,135;0,237;0,278
05.03.1995;4,17;0,956;0,357;0,639;0,73
06.03.1995;2,22;0,465;0,18;0,319;0,37
07.03.1995;2,28;0,48;0,185;0,329;0,381
08.03.1995;1,81;0,362;0,143;0,252;0,295
09.03.1995;1,35;0,246;0,101;0,177;0,21
10.03.1995;1,18;0,203;0,086;0,149;0,178
11.03.1995;1,1;0,183;0,078;0,136;0,164
12.03.1995;1,07;0,175;0,076;0,131;0,158
13.03.1995;1,03;0,165;0,072;0,124;0,151
14.03.1995;1,05;0,17;0,074;0,127;0,154
15.03.1995;1,05;0,17;0,074;0,127;0,154
16.03.1995;1,02;0,162;0,071;0,122;0,149
17.03.1995;1,5;0,283;0,115;0,201;0,237
18.03.1995;1,3;0,233;0,097;0,168;0,201
19.03.1995;1,06;0,172;0,075;0,129;0,156
20.03.1995;0,989;0,155;0,068;0,117;0,143
21.03.1995;0,953;0,145;0,065;0,111;0,137
22.03.1995;0,921;0,137;0,062;0,106;0,131
23.03.1995;0,915;0,136;0,062;0,105;0,13
24.03.1995;0,906;0,134;0,061;0,104;0,128
25.03.1995;0,92;0,137;0,062;0,106;0,13
26.03.1995;0,897;0,131;0,06;0,102;0,126
27.03.1995;0,921;0,137;0,062;0,106;0,131
28.03.1995;1,18;0,203;0,086;0,149;0,178
29.03.1995;1;0,157;0,069;0,119;0,145
30.03.1995;0,9;0,132;0,06;0,103;0,127
31.03.1995;0,884;0,128;0,059;0,1;0,124
01.04.1995;0,871;0,125;0,058;0,098;0,121
02.04.1995;0,87;0,125;0,058;0,098;0,121
03.04.1995;0,87;0,125;0,058;0,098;0,121
04.04.1995;0,862;0,123;0,057;0,096;0,12
05.04.1995;0,857;0,121;0,056;0,096;0,119
06.04.1995;0,849;0,119;0,056;0,094;0,117
07.04.1995;0,841;0,117;0,055;0,093;0,116
08.04.1995;0,831;0,115;0,054;0,091;0,114
09.04.1995;0,822;0,112;0,053;0,09;0,112
10.04.1995;0,817;0,111;0,053;0,089;0,111
11.04.1995;0,807;0,109;0,052;0,087;0,11
12.04.1995;0,796;0,106;0,051;0,086;0,108
13.04.1995;0,788;0,104;0,05;0,084;0,106
14.04.1995;0,782;0,102;0,05;0,083;0,105
15.04.1995;0,788;0,104;0,05;0,084;0,106
16.04.1995;0,788;0,104;0,05;0,084;0,106
17.04.1995;0,8;0,107;0,051;0,086;0,108
18.04.1995;0,827;0,114;0,054;0,091;0,113
19.04.1995;0,788;0,104;0,05;0,084;0,106
20.04.1995;0,754;0,095;0,047;0,079;0,1
21.04.1995;0,75;0,094;0,047;0,078;0,099
22.04.1995;0,828;0,114;0,054;0,091;0,113
23.04.1995;0,764;0,098;0,048;0,08;0,102
24.04.1995;0,78;0,102;0,049;0,083;0,105
25.04.1995;0,759;0,097;0,048;0,08;0,101
26.04.1995;0,906;0,134;0,061;0,104;0,128
27.04.1995;0,759;0,097;0,048;0,08;0,101
28.04.1995;0,742;0,092;0,046;0,077;0,098
29.04.1995;0,741;0,092;0,046;0,077;0,097
30.04.1995;0,727;0,088;0,045;0,074;0,095
01.05.1995;0,722;0,087;0,044;0,074;0,094
02.05.1995;0,716;0,086;0,044;0,073;0,093
03.05.1995;0,709;0,084;0,043;0,071;0,092
04.05.1995;0,694;0,08;0,042;0,069;0,089
05.05.1995;0,677;0,076;0,04;0,066;0,086
06.05.1995;0,671;0,074;0,04;0,065;0,085
07.05.1995;0,653;0,07;0,038;0,062;0,081
08.05.1995;0,646;0,068;0,037;0,061;0,08
09.05.1995;0,647;0,068;0,037;0,061;0,08
10.05.1995;0,646;0,068;0,037;0,061;0,08
11.05.1995;0,648;0,069;0,038;0,061;0,08
12.05.1995;0,64;0,067;0,037;0,06;0,079
13.05.1995;0,647;0,068;0,037;0,061;0,08
14.05.1995;0,644;0,068;0,037;0,061;0,08
15.05.1995;0,63;0,064;0,036;0,058;0,077
16.05.1995;0,714;0,085;0,043;0,072;0,092
17.05.1995;1,13;0,19;0,081;0,14;0,169
18.05.1995;0,733;0,09;0,045;0,075;0,096
19.05.1995;0,657;0,071;0,038;0,063;0,082
20.05.1995;0,641;0,067;0,037;0,06;0,079
21.05.1995;0,636;0,066;0,036;0,059;0,078
22.05.1995;0,633;0,065;0,036;0,059;0,078
23.05.1995;0,632;0,065;0,036;0,059;0,077
24.05.1995;0,625;0,063;0,035;0,058;0,076
25.05.1995;0,614;0,06;0,034;0,056;0,074
26.05.1995;0,608;0,058;0,034;0,055;0,073
27.05.1995;0,601;0,057;0,033;0,054;0,072
28.05.1995;0,619;0,061;0,035;0,057;0,075
29.05.1995;0,596;0,055;0,033;0,053;0,071
30.05.1995;0,61;0,059;0,034;0,055;0,073
31.05.1995;0,62;0,062;0,035;0,057;0,075
01.06.1995;0,59;0,054;0,032;0,052;0,07
02.06.1995;0,583;0,052;0,032;0,051;0,068
03.06.1995;0,688;0,079;0,041;0,068;0,088
04.06.1995;0,778;0,101;0,049;0,083;0,104
05.06.1995;0,616;0,06;0,035;0,056;0,074
06.06.1995;0,592;0,054;0,032;0,052;0,07
07.06.1995;0,578;0,051;0,031;0,05;0,067
08.06.1995;0,56;0,046;0,03;0,047;0,064
09.06.1995;0,56;0,046;0,03;0,047;0,064
10.06.1995;0,556;0,045;0,029;0,046;0,063
11.06.1995;0,58;0,051;0,031;0,05;0,068
12.06.1995;0,576;0,05;0,031;0,05;0,067
13.06.1995;0,558;0,046;0,029;0,047;0,064
14.06.1995;0,55;0,044;0,029;0,045;0,062
15.06.1995;0,55;0,044;0,029;0,045;0,062
16.06.1995;0,547;0,043;0,028;0,045;0,062
17.06.1995;0,598;0,056;0,033;0,053;0,071
18.06.1995;0,577;0,051;0,031;0,05;0,067
19.06.1995;0,532;0,039;0,027;0,042;0,059
20.06.1995;0,528;0,038;0,027;0,042;0,058
21.06.1995;0,511;0,034;0,025;0,039;0,055
22.06.1995;0,494;0,03;0,024;0,036;0,052
23.06.1995;0,494;0,03;0,024;0,036;0,052
24.06.1995;0,496;0,03;0,024;0,036;0,052
25.06.1995;0,494;0,03;0,024;0,036;0,052
26.06.1995;0,49;0,029;0,023;0,035;0,051
27.06.1995;0,485;0,027;0,023;0,035;0,05
28.06.1995;0,483;0,027;0,023;0,034;0,05
29.06.1995;0,481;0,026;0,022;0,034;0,049
30.06.1995;0,479;0,026;0,022;0,034;0,049
01.07.1995;0,478;0,026;0,022;0,033;0,049
02.07.1995;0,539;0,041;0,028;0,043;0,06
03.07.1995;0,572;0,049;0,031;0,049;0,066
04.07.1995;0,483;0,027;0,023;0,034;0,05
05.07.1995;0,466;0,023;0,021;0,032;0,047
06.07.1995;0,467;0,023;0,021;0,032;0,047
07.07.1995;0,463;0,022;0,021;0,031;0,046
08.07.1995;0,46;0,021;0,02;0,031;0,046
09.07.1995;0,459;0,021;0,02;0,03;0,045
10.07.1995;0,451;0,019;0,02;0,029;0,044
11.07.1995;0,621;0,062;0,035;0,057;0,075
12.07.1995;0,775;0,101;0,049;0,082;0,104
13.07.1995;0,504;0,032;0,024;0,038;0,054
14.07.1995;0,485;0,027;0,023;0,035;0,05
15.07.1995;0,499;0,031;0,024;0,037;0,053
16.07.1995;0,49;0,029;0,023;0,035;0,051
17.07.1995;0,482;0,027;0,022;0,034;0,05
18.07.1995;0,452;0,019;0,02;0,029;0,044
19.07.1995;0,45;0,019;0,02;0,029;0,044
20.07.1995;0,441;0,016;0,019;0,027;0,042
21.07.1995;0,438;0,016;0,018;0,027;0,042
22.07.1995;0,427;0,013;0,017;0,025;0,04
23.07.1995;0,422;0,012;0,017;0,024;0,039
24.07.1995;0,419;0,011;0,017;0,024;0,038
25.07.1995;0,417;0,01;0,017;0,023;0,038
26.07.1995;0,448;0,018;0,019;0,029;0,043
27.07.1995;0,432;0,014;0,018;0,026;0,04
28.07.1995;0,422;0,012;0,017;0,024;0,039
29.07.1995;0,415;0,01;0,016;0,023;0,037
30.07.1995;0,409;0,008;0,016;0,022;0,036
31.07.1995;0,409;0,008;0,016;0,022;0,036
01.08.1995;0,392;0,004;0,014;0,019;0,033
02.08.1995;0,382;0,002;0,013;0,018;0,031
03.08.1995;0,378;0;0,013;0,017;0,031
04.08.1995;0,376;0;0,013;0,017;0,03
05.08.1995;0,375;0;0,013;0,017;0,03
06.08.1995;0,372;0;0,013;0,016;0,029
07.08.1995;0,37;0;0,012;0,016;0,029
08.08.1995;0,37;0;0,012;0,016;0,029
09.08.1995;0,37;0;0,012;0,016;0,029
10.08.1995;0,365;0;0,012;0,015;0,028
11.08.1995;0,364;0;0,012;0,015;0,028
12.08.1995;0,36;0;0,011;0,014;0,027
13.08.1995;0,356;0;0,011;0,013;0,026
14.08.1995;0,355;0;0,011;0,013;0,026
15.08.1995;0,357;0;0,011;0,014;0,027
16.08.1995;0,355;0;0,011;0,013;0,026
17.08.1995;0,35;0;0,011;0,013;0,025
18.08.1995;0,351;0;0,011;0,013;0,026
19.08.1995;0,35;0;0,011;0,013;0,025
20.08.1995;0,348;0;0,01;0,012;0,025
21.08.1995;0,345;0;0,01;0,012;0,024
22.08.1995;0,344;0;0,01;0,012;0,024
23.08.1995;0,35;0;0,011;0,013;0,025
24.08.1995;0,35;0;0,011;0,013;0,025
25.08.1995;0,344;0;0,01;0,012;0,024
26.08.1995;0,341;0;0,01;0,011;0,024
27.08.1995;0,344;0;0,01;0,012;0,024
28.08.1995;0,344;0;0,01;0,012;0,024
29.08.1995;0,347;0;0,01;0,012;0,025
30.08.1995;0,348;0;0,01;0,012;0,025
31.08.1995;0,352;0;0,011;0,013;0,026
01.09.1995;0,356;0;0,011;0,013;0,026
02.09.1995;0,589;0,054;0,032;0,052;0,069
03.09.1995;0,434;0,015;0,018;0,026;0,041
04.09.1995;0,383;0,002;0,013;0,018;0,031
05.09.1995;0,409;0,008;0,016;0,022;0,036
06.09.1995;0,405;0,007;0,015;0,022;0,035
07.09.1995;0,57;0,049;0,03;0,049;0,066
08.09.1995;0,494;0,03;0,024;0,036;0,052
09.09.1995;0,401;0,006;0,015;0,021;0,035
10.09.1995;0,442;0,017;0,019;0,028;0,042
11.09.1995;0,597;0,056;0,033;0,053;0,071
12.09.1995;0,405;0,007;0,015;0,022;0,035
13.09.1995;0,409;0,008;0,016;0,022;0,036
14.09.1995;0,387;0,003;0,014;0,019;0,032
15.09.1995;0,436;0,015;0,018;0,027;0,041
16.09.1995;0,902;0,133;0,061;0,103;0,127
17.09.1995;0,893;0,13;0,06;0,102;0,125
18.09.1995;0,514;0,035;0,025;0,039;0,056
19.09.1995;0,487;0,028;0,023;0,035;0,051
20.09.1995;0,422;0,012;0,017;0,024;0,039
21.09.1995;0,416;0,01;0,016;0,023;0,038
22.09.1995;0,395;0,005;0,015;0,02;0,034
23.09.1995;0,392;0,004;0,014;0,019;0,033
24.09.1995;0,538;0,041;0,028;0,043;0,06
25.09.1995;0,423;0,012;0,017;0,024;0,039
26.09.1995;0,524;0,037;0,026;0,041;0,057
27.09.1995;0,69;0,079;0,041;0,068;0,088
28.09.1995;0,441;0,016;0,019;0,027;0,042
29.09.1995;0,411;0,009;0,016;0,023;0,037
30.09.1995;0,402;0,007;0,015;0,021;0,035
01.10.1995;0,404;0,007;0,015;0,021;0,035
02.10.1995;0,384;0,002;0,014;0,018;0,032
03.10.1995;0,382;0,002;0,013;0,018;0,031
04.10.1995;0,5;0,031;0,024;0,037;0,053
05.10.1995;0,417;0,01;0,017;0,023;0,038
06.10.1995;0,415;0,01;0,016;0,023;0,037
07.10.1995;0,477;0,025;0,022;0,033;0,049
08.10.1995;0,407;0,008;0,016;0,022;0,036
09.10.1995;0,393;0,004;0,014;0,02;0,033
10.10.1995;0,386;0,003;0,014;0,018;0,032
10.11.1995;0,38;0,001;0,013;0,017;0,031
10.12.1995;0,379;0,001;0,013;0,017;0,031
13.10.1995;0,374;0;0,013;0,016;0,03
14.10.1995;0,374;0;0,013;0,016;0,03
15.10.1995;0,365;0;0,012;0,015;0,028
16.10.1995;0,364;0;0,012;0,015;0,028
17.10.1995;0,366;0;0,012;0,015;0,028
18.10.1995;0,363;0;0,012;0,015;0,028
19.10.1995;0,367;0;0,012;0,015;0,028
20.10.1995;0,363;0;0,012;0,015;0,028
21.10.1995;0,361;0;0,012;0,014;0,027
22.10.1995;0,35;0;0,011;0,013;0,025
23.10.1995;0,356;0;0,011;0,013;0,026
24.10.1995;0,397;0,005;0,015;0,02;0,034
25.10.1995;0,527;0,038;0,027;0,042;0,058
26.10.1995;0,379;0,001;0,013;0,017;0,031
27.10.1995;0,402;0,007;0,015;0,021;0,035
28.10.1995;0,359;0;0,011;0,014;0,027
29.10.1995;0,353;0;0,011;0,013;0,026
30.10.1995;0,348;0;0,01;0,012;0,025
31.10.1995;0,329;0;0,009;0,009;0,021
01.11.1995;0,333;0;0,009;0,01;0,022
02.11.1995;0,328;0;0,009;0,009;0,021
03.11.1995;0,323;0;0,008;0,008;0,02
04.11.1995;0,318;0;0,008;0,007;0,019
05.11.1995;0,316;0;0,007;0,007;0,019
06.11.1995;0,326;0;0,008;0,009;0,021
07.11.1995;0,328;0;0,009;0,009;0,021
08.11.1995;0,333;0;0,009;0,01;0,022
09.11.1995;0,346;0;0,01;0,012;0,025
11.10.1995;0,571;0,049;0,031;0,049;0,066
11.11.1995;0,428;0,013;0,018;0,025;0,04
11.12.1995;0,372;0;0,013;0,016;0,029
13.11.1995;0,346;0;0,01;0,012;0,025
14.11.1995;0,344;0;0,01;0,012;0,024
15.11.1995;0,375;0;0,013;0,017;0,03
16.11.1995;0,344;0;0,01;0,012;0,024
17.11.1995;0,353;0;0,011;0,013;0,026
18.11.1995;0,333;0;0,009;0,01;0,022
19.11.1995;0,329;0;0,009;0,009;0,021
20.11.1995;0,329;0;0,009;0,009;0,021
21.11.1995;0,333;0;0,009;0,01;0,022
22.11.1995;0,329;0;0,009;0,009;0,021
23.11.1995;0,328;0;0,009;0,009;0,021
24.11.1995;0,326;0;0,008;0,009;0,021
25.11.1995;0,333;0;0,009;0,01;0,022
26.11.1995;0,466;0,023;0,021;0,032;0,047
27.11.1995;0,625;0,063;0,035;0,058;0,076
28.11.1995;0,436;0,015;0,018;0,027;0,041
29.11.1995;0,357;0;0,011;0,014;0,027
30.11.1995;0,341;0;0,01;0,011;0,024
01.12.1995;0,338;0;0,009;0,011;0,023
02.12.1995;0,334;0;0,009;0,01;0,022
03.12.1995;0,364;0;0,012;0,015;0,028
04.12.1995;0,59;0,054;0,032;0,052;0,07
05.12.1995;0,37;0;0,012;0,016;0,029
06.12.1995;0,352;0;0,011;0,013;0,026
07.12.1995;0,344;0;0,01;0,012;0,024
08.12.1995;0,339;0;0,01;0,011;0,023
09.12.1995;0,334;0;0,009;0,01;0,022
12.10.1995;0,333;0;0,009;0,01;0,022
12.11.1995;0,333;0;0,009;0,01;0,022
12.12.1995;0,333;0;0,009;0,01;0,022
13.12.1995;0,351;0;0,011;0,013;0,026
14.12.1995;0,381;0,001;0,013;0,018;0,031
15.12.1995;0,335;0;0,009;0,01;0,023
16.12.1995;0,329;0;0,009;0,009;0,021
17.12.1995;0,336;0;0,009;0,01;0,023
18.12.1995;0,369;0;0,012;0,016;0,029
19.12.1995;0,555;0,045;0,029;0,046;0,063
20.12.1995;1,3;0,233;0,097;0,168;0,201
21.12.1995;0,644;0,068;0,037;0,061;0,08
22.12.1995;1,32;0,238;0,098;0,172;0,204
23.12.1995;1,82;0,364;0,144;0,254;0,296
24.12.1995;0,662;0,072;0,039;0,064;0,083
25.12.1995;0,491;0,029;0,023;0,036;0,051
26.12.1995;0,443;0,017;0,019;0,028;0,042
27.12.1995;0,426;0,013;0,017;0,025;0,039
28.12.1995;0,408;0,008;0,016;0,022;0,036
29.12.1995;0,392;0,004;0,014;0,019;0,033
30.12.1995;0,414;0,01;0,016;0,023;0,037
31.12.1995;0,706;0,083;0,043;0,071;0,091
01.01.1996;0,458;0,021;0,02;0,03;0,045
02.01.1996;0,423;0,012;0,017;0,024;0,039
03.01.1996;0,406;0,008;0,016;0,022;0,036
04.01.1996;0,435;0,015;0,018;0,026;0,041
05.01.1996;0,586;0,053;0,032;0,051;0,069
06.01.1996;0,793;0,105;0,051;0,085;0,107
07.01.1996;0,736;0,091;0,045;0,076;0,097
08.01.1996;0,897;0,131;0,06;0,102;0,126
09.01.1996;3,72;0,843;0,316;0,565;0,647
10.01.1996;1,12;0,188;0,08;0,139;0,167
11.01.1996;0,72;0,087;0,044;0,073;0,094
12.01.1996;0,636;0,066;0,036;0,059;0,078
13.01.1996;0,549;0,044;0,029;0,045;0,062
14.01.1996;0,513;0,035;0,025;0,039;0,055
15.01.1996;0,495;0,03;0,024;0,036;0,052
16.01.1996;0,481;0,026;0,022;0,034;0,049
17.01.1996;0,471;0,024;0,021;0,032;0,048
18.01.1996;0,464;0,022;0,021;0,031;0,046
19.01.1996;0,463;0,022;0,021;0,031;0,046
20.01.1996;0,453;0,019;0,02;0,029;0,044
21.01.1996;0,449;0,018;0,019;0,029;0,044
22.01.1996;0,444;0,017;0,019;0,028;0,043
23.01.1996;0,481;0,026;0,022;0,034;0,049
24.01.1996;0,516;0,035;0,026;0,04;0,056
25.01.1996;0,442;0,017;0,019;0,028;0,042
26.01.1996;0,433;0,014;0,018;0,026;0,041
27.01.1996;0,432;0,014;0,018;0,026;0,04
28.01.1996;0,431;0,014;0,018;0,026;0,04
29.01.1996;0,426;0,013;0,017;0,025;0,039
30.01.1996;0,426;0,013;0,017;0,025;0,039
31.01.1996;0,424;0,012;0,017;0,025;0,039
01.02.1996;0,42;0,011;0,017;0,024;0,038
02.02.1996;0,417;0,01;0,017;0,023;0,038
03.02.1996;0,413;0,009;0,016;0,023;0,037
04.02.1996;0,409;0,008;0,016;0,022;0,036
05.02.1996;0,41;0,009;0,016;0,022;0,036
06.02.1996;0,409;0,008;0,016;0,022;0,036
07.02.1996;0,409;0,008;0,016;0,022;0,036
08.02.1996;0,406;0,008;0,016;0,022;0,036
09.02.1996;0,786;0,103;0,05;0,084;0,106
10.02.1996;0,525;0,038;0,026;0,041;0,058
11.02.1996;0,535;0,04;0,027;0,043;0,059
12.02.1996;2,9;0,636;0,242;0,431;0,496
